backend,benchmark_name,completed_at,duration_ms,experiment_group,game,invalid_moves,invalid_players,metrics_context,model,moves,nash_distance,oracle_accuracy_pct,oracle_average_value_gap,oracle_blunders,oracle_perfect_moves,outcome,players,prompt_family,prompt_family_id,prompt_version,record_type,run_id,scores,seed,started_at,trial,trial_id,variant_name,winner
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:31:41Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6, 7]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173141_8bf1db5_dirty,,2171897193,2026-04-10T21:31:41Z,1,run_20260410_173141_8bf1db5_dirty::internal_ai_tournament::connect4::1::2171897193,gravity_grid_wide_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:31:41Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6, 7]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173141_8bf1db5_dirty,,3963249113,2026-04-10T21:31:41Z,1,run_20260410_173141_8bf1db5_dirty::internal_ai_tournament::connect4::1::3963249113,gravity_grid_wide_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:31:41Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6, 7]}",mock-deterministic,,,,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173141_8bf1db5_dirty,,1951057160,2026-04-10T21:31:41Z,1,run_20260410_173141_8bf1db5_dirty::internal_ai_tournament::connect4::1::1951057160,gravity_grid_wide_v1,Parallel Team
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:31:41Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6, 7]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173141_8bf1db5_dirty,,488003798,2026-04-10T21:31:41Z,2,run_20260410_173141_8bf1db5_dirty::internal_ai_tournament::connect4::2::488003798,gravity_grid_wide_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:31:41Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6, 7]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173141_8bf1db5_dirty,,3501346677,2026-04-10T21:31:41Z,2,run_20260410_173141_8bf1db5_dirty::internal_ai_tournament::connect4::2::3501346677,gravity_grid_wide_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:31:41Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6, 7]}",mock-deterministic,,,,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173141_8bf1db5_dirty,,1297284417,2026-04-10T21:31:41Z,2,run_20260410_173141_8bf1db5_dirty::internal_ai_tournament::connect4::2::1297284417,gravity_grid_wide_v1,Parallel Team
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:31:41Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6, 7]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173141_8bf1db5_dirty,,1759132750,2026-04-10T21:31:41Z,3,run_20260410_173141_8bf1db5_dirty::internal_ai_tournament::connect4::3::1759132750,gravity_grid_wide_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:31:41Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6, 7]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173141_8bf1db5_dirty,,3770035908,2026-04-10T21:31:41Z,3,run_20260410_173141_8bf1db5_dirty::internal_ai_tournament::connect4::3::3770035908,gravity_grid_wide_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:31:41Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6, 7]}",mock-deterministic,,,,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173141_8bf1db5_dirty,,4007737433,2026-04-10T21:31:41Z,3,run_20260410_173141_8bf1db5_dirty::internal_ai_tournament::connect4::3::4007737433,gravity_grid_wide_v1,Parallel Team
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:31:41Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6, 7]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173141_8bf1db5_dirty,,2384865949,2026-04-10T21:31:41Z,4,run_20260410_173141_8bf1db5_dirty::internal_ai_tournament::connect4::4::2384865949,gravity_grid_wide_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:31:41Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6, 7]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173141_8bf1db5_dirty,,3200273326,2026-04-10T21:31:41Z,4,run_20260410_173141_8bf1db5_dirty::internal_ai_tournament::connect4::4::3200273326,gravity_grid_wide_v1,Single Agent
